CRED T,CRED T-1,CRED T-2,NCC T,NCC T-1,NCC T-2,INCOME,N_EDUC,AGE,SX,CIV_ST,T_WEB T,T_WEB T-1,T_WEB T-2,MAR_T,MAR_T-1,MAR_T-2,MAR_T-3,MAR_T-4,MAR_T-5,MAR_T-6,TARGET
634.94,137.25,131.8,0,0,0,454,4,37,0,2,0,4,0,-5.94,1.87,-6.05,-3.79,-3.6,1.65,-4.59,nonchurner
593.17,93.96,93.96,1,1,0,591,4,35,0,2,0,0,0,-56.11,0,0,0,0,0,0,nonchurner
652.38,117.93,106.91,1,1,1,1650,3,36,1,2,2,2,2,59.47,86.54,84.84,114.32,155.57,1280.29,-961.1,nonchurner
607.53,104.56,105.58,1,1,1,692,3,26,1,2,2,19,7,7.59,16.05,4.77,6.11,-2.12,-2.6,-1.87,nonchurner
612.68,226.86,159.16,4,4,4,600,4,33,1,2,4,18,29,18.5,-321.43,7.06,6.72,5.14,4.43,-10.92,nonchurner
596.39,96.66,95.72,1,1,1,1150,4,37,1,2,0,0,15,69.54,46.11,55.33,60.84,49.48,57.12,57.79,nonchurner
634.24,128.22,123.22,0,0,0,539,3,43,1,2,0,0,2,36.34,7.8,1.6,-1.54,1.41,0.47,0.43,nonchurner
597.43,97.5,95.41,1,1,1,460,3,26,1,1,0,9,2,54.84,38.79,64.47,1.56,43.36,38.71,36.17,nonchurner
596.79,98.33,95.4,1,1,1,555,4,43,1,2,0,2,0,23.45,15.03,24.24,22.41,20.26,19.23,18.41,nonchurner
735.54,198.48,155.85,1,1,1,1111,4,31,0,2,3,10,2,12,9.06,10.74,39.39,5.23,13.56,3.49,nonchurner
683.97,202.83,233.24,1,1,1,1210,4,31,1,1,1,4,7,-323.74,19.61,43.69,67.51,94.53,61.59,-140.72,nonchurner
884.11,346.24,295.6,1,1,1,623,4,29,1,1,0,0,0,7.72,5.99,3.25,-0.17,-0.5,-4.46,-5.6,nonchurner
678.38,130.96,137.04,1,1,1,850,4,53,0,2,3,2,3,2.9,5.04,-0.4,1.2,4.23,2.64,-0.56,nonchurner
595.07,95.45,96.33,2,2,2,573,3,37,1,2,0,0,0,29.89,9.63,24.41,22.88,22.4,8.78,13.35,nonchurner
611.83,105.25,144.88,1,1,1,785,4,32,0,4,1,4,4,32.98,14.29,22.68,-14.87,6.81,20.94,17.26,nonchurner
652.63,269.36,260.94,1,1,0,744,4,29,0,1,8,6,0,-2.43,-5.19,6.29,6.86,4.52,0.38,-0.76,nonchurner
593.56,94.34,94.52,2,2,2,131,4,32,0,1,0,0,0,-0.17,4.53,-1.48,-1.47,-0.37,-1.86,-0.65,nonchurner
594.24,95.54,94.46,1,1,1,761,3,31,1,2,24,5,6,38.08,3.96,8.66,9.39,1.39,-3.39,32.35,nonchurner
606.73,106.89,131.32,1,1,1,2103,4,53,1,1,0,3,0,95.83,30.15,86.84,78.17,78.65,78.57,89.27,nonchurner
592.76,94.47,95.93,1,1,1,2000,3,44,1,2,2,0,0,21.19,-19.92,36.82,29.09,29.9,29.1,28.15,nonchurner
710.57,97.98,95.33,1,1,1,628,1,27,1,2,1,0,12,-1.48,-5.3,2.83,-54.07,0,0,0,nonchurner
596.87,98.19,95.91,1,1,1,285,3,52,1,2,2,0,1,54.9,0.78,32.85,31.86,32.61,31.93,41.68,nonchurner
592.76,93.96,93.96,1,1,1,832,3,37,1,2,3,0,0,2.33,-48.89,0,0,0,0,0,nonchurner
612.92,112.84,110.7,1,1,1,756,4,35,1,2,0,2,0,0.65,3.25,0.33,0.15,-1.86,-1.05,7.33,nonchurner
590.23,92.95,92.41,0,0,0,1750,4,47,1,4,0,0,0,-111.49,26.07,55.97,47.31,49.18,48.48,45.6,nonchurner
619.12,163.88,117.5,0,0,1,620,4,32,1,2,5,1,0,39.99,113.81,47.06,141.93,-40.78,61.52,73.79,nonchurner
600.66,104.31,107.3,1,1,1,512,3,33,1,2,0,0,0,4.61,23.84,22.54,18.99,22.27,22.97,23.35,nonchurner
616.05,102.65,103.73,1,1,1,309,4,28,1,1,14,11,21,2.32,11.8,4.21,0,5.02,0.34,1.41,nonchurner
595.57,99.48,94.37,0,0,0,782,3,37,1,2,1,4,1,36.61,0.05,28.72,25.5,25.92,38.79,26.4,nonchurner
716.01,258.44,280.6,1,1,1,916,4,42,1,1,0,0,0,0.78,4.96,19.57,18,1.96,8.95,4.29,nonchurner
665.28,173.44,138.17,1,1,1,763,4,27,1,1,2,2,7,-1.19,5.41,-2.54,6.59,-1.17,4.68,5.78,nonchurner
591.66,93.99,93.97,1,1,1,594,4,29,1,1,0,0,0,26.45,14.56,185.71,-125.36,19.23,38.66,23.31,nonchurner
603.8,104.77,100.14,1,1,1,400,3,29,1,1,0,0,0,8.33,0.85,5.33,11.61,1.19,0.24,0.27,nonchurner
601.38,97.55,103.29,1,1,1,1120,4,25,0,1,9,11,12,5.53,3.49,-1.17,-1.32,-2,9.06,-3,nonchurner
608.2,105.08,102.12,1,1,1,440,4,30,1,1,0,4,0,8.76,1.45,4.01,3.61,1.17,-1.52,-1.07,nonchurner
594.53,94.24,93.96,0,0,0,660,4,37,1,2,2,14,10,1.51,9.44,9.7,1.23,0.09,0.4,0.59,nonchurner
594.2,95.52,93.96,0,0,0,627,4,35,0,4,2,6,2,26.92,-11.27,23.84,14.4,-12.01,-33.48,9,nonchurner
592.76,93.96,93.96,0,0,0,420,3,44,1,2,2,0,0,2.99,-50.58,0,0,0,0,0,nonchurner
592.96,94.07,94.16,1,1,1,1850,4,41,1,2,0,0,0,-0.06,4.05,-1.93,-2.02,-2.8,-3.64,-3.41,nonchurner
593.2,95.41,95.74,1,1,1,782,4,43,1,2,0,0,0,324.65,44.42,-124.13,283.24,-116.95,85.51,87.21,nonchurner
608.78,111.21,113.81,0,0,0,542,4,35,0,2,0,0,4,-4.17,-1.22,-9.34,-10.01,-6.42,-10.55,-3.15,nonchurner
592.65,94.04,93.99,0,0,0,803,4,32,1,2,0,0,0,31.58,35.25,29.43,29.4,-364.13,22.74,30.8,nonchurner
597.01,98.01,98.94,0,0,0,450,3,30,1,1,2,2,17,6.54,-33.52,4.57,-3.23,0.27,2.51,10.81,nonchurner
592.76,93.96,93.97,1,1,1,490,4,35,0,2,0,0,0,1.27,10.39,0.86,0.75,0.74,0.75,0.71,nonchurner
596.58,94.81,98.51,0,0,0,582,4,65,1,2,14,13,7,7.97,-19.64,14.08,9.73,18.82,8.3,8.98,nonchurner
592.76,93.96,93.97,0,0,0,600,4,30,1,1,0,0,0,1.44,6.04,0.1,0.48,0.84,-0.47,12.34,nonchurner
693.48,174.4,183.47,1,1,1,1039,4,32,0,1,8,6,11,30.84,19.48,27.23,-27.84,-55.45,0,0,nonchurner
605.93,112.49,106.7,1,1,1,548,4,27,1,1,0,0,0,-0.83,5.53,-0.93,-1.39,0.01,-2.96,1.58,nonchurner
616.41,108.4,119.94,1,1,1,771,3,40,1,2,0,6,0,6.85,0.27,-1.58,-55.39,0,0,0,nonchurner
761.31,94.2,93.6,1,1,1,463,1,34,1,2,5,0,0,13.82,-5.67,5.88,7.46,8.92,5.47,11.68,nonchurner
635.47,150.06,188.24,1,1,1,560,3,31,1,1,5,0,0,8.08,87.25,37.35,34.82,34.31,34.98,51.02,nonchurner
592.76,93.96,94.1,1,1,1,1280,4,57,0,2,0,0,0,34.23,-5.3,45.35,35.69,19.75,27.78,25.57,nonchurner
718.39,220.04,424.17,0,0,0,610,4,43,1,1,2,0,2,7.71,12.03,15.96,15.47,0.06,-1.24,-0.3,nonchurner
755.86,311.03,375.12,1,1,1,704,4,28,0,1,0,9,6,6.57,14.41,11.18,14.7,7.79,-55.72,0,nonchurner
601.75,105.52,105.39,0,0,0,667,3,42,1,2,1,0,5,13.51,18,12.72,9.6,12.26,10.97,-17.86,nonchurner
589.95,94.13,88.7,1,1,1,295,4,28,1,1,0,0,1,-24.3,8.6,5.67,5.32,-0.36,-56.99,0,nonchurner
605.25,93.96,93.96,1,1,0,785,3,33,1,1,0,0,0,-71.7,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,nonchurner
595.37,101.1,103.41,1,1,1,582,3,29,0,1,0,3,0,8.72,6.68,7.63,15.44,4.43,1.47,-0.03,nonchurner
600.73,101.2,95.89,1,1,1,943,4,29,1,2,25,39,49,-0.93,3.84,-2.1,-4.31,-0.44,-2.72,12.91,nonchurner
596.79,99.35,96.8,1,1,1,981,4,34,1,2,18,10,7,6.58,8.4,6.22,12.89,3.86,6.73,6.94,nonchurner
601.9,104.89,167.32,0,0,0,233,3,30,1,1,15,2,16,4.01,-14.34,-3.18,5.55,8.52,-7.2,-4.33,nonchurner
592.76,93.96,93.96,4,4,4,692,4,32,0,4,0,0,0,225.59,-145.83,26.16,63.85,40.9,54.46,44.22,nonchurner
606.85,108.04,105.09,1,1,1,560,3,32,1,2,0,0,1,7.71,22.86,6.67,5.32,4.62,3.78,3.49,nonchurner
592.76,93.96,93.96,0,0,0,756,4,29,1,1,0,0,0,3.91,-0.69,4.06,3.45,3.42,3.31,12.21,nonchurner
603.21,106.62,108.39,1,1,1,867,4,34,1,2,0,2,0,7.17,3.67,7.58,7.18,7.17,7.96,14.81,nonchurner
621.4,132.06,100.2,1,1,1,1158,4,29,1,2,6,27,10,11.28,20.71,10.7,18.33,13.4,14.84,25.22,nonchurner
612.6,112.97,138.24,1,1,1,1100,3,28,1,1,11,26,9,-13.53,27.19,16.92,22.63,28.4,18.34,5.6,nonchurner
595.69,100.15,93.96,1,1,1,2200,4,38,1,2,0,0,0,55.2,-0.53,43.32,47.91,41.09,40.78,47.93,nonchurner
651.58,119.88,154.06,1,1,1,570,3,33,1,1,0,17,0,4.95,11.27,1.49,-1.3,-2.59,-4.02,-3.43,nonchurner
592.76,93.96,93.96,1,1,1,1971,4,36,1,2,0,0,0,-0.81,-1.61,-0.78,-0.9,-0.94,-0.97,-1.02,nonchurner
615.61,98.47,93.96,1,1,1,1370,4,43,1,2,0,0,0,-6.32,-14.27,2.01,0.68,9.55,1.36,-2.68,nonchurner
709.49,296.12,251.08,1,1,1,1064,3,43,1,2,4,9,9,28.65,31.22,18.56,20.85,33.15,32.28,31.76,nonchurner
603.1,102.46,124.24,1,1,1,476,3,37,0,1,5,13,8,23.69,8.34,9.61,30.5,22.74,20.55,19.3,nonchurner
594.87,97.47,94.25,1,1,1,322,4,25,1,1,12,17,7,2.56,14.22,3.63,7.37,-1.99,7.34,-2.27,nonchurner
644.93,134.11,119.86,1,1,1,1062,4,34,1,2,0,2,2,50.3,33.98,47.88,44.91,57.01,44.71,57.61,nonchurner
637.1,94.02,93.99,1,1,1,910,3,43,1,2,6,9,4,-1.87,16.48,20.2,16.18,15.6,14.76,10.79,nonchurner
639,93.96,93.96,1,0,0,550,3,25,1,1,0,0,0,-66.52,0,0,0,0,0,0,nonchurner
592.76,93.96,93.96,1,1,1,1200,3,45,1,2,0,0,0,15.66,4.53,17.75,15.58,16.49,15.97,-25.61,nonchurner
675.14,207.88,193.07,0,0,0,430,3,46,0,2,16,5,7,2.92,-21.48,4.99,-8.82,-5.26,4.33,-3.5,nonchurner
592.76,93.96,93.96,2,2,2,522,3,31,0,1,4,0,0,1.64,-51.68,0,0,0,0,0,nonchurner
596.4,98.7,96.1,2,2,2,1110,4,36,0,1,0,0,0,10.66,19.18,9.32,9.8,7.91,6.27,6.94,nonchurner
592.76,93.96,93.96,0,0,0,1800,4,45,1,2,0,0,0,2.47,4.67,1.24,0.96,0.94,0.89,0.83,nonchurner
592.55,93.49,93.34,1,1,1,1686,4,49,1,2,0,0,0,124.77,166.75,124.37,101.23,115.36,48.33,113.69,nonchurner
594.36,98.15,94.2,0,0,0,450,3,28,1,1,0,0,0,-1.07,8.17,-0.71,2.07,2.53,0.88,1.75,nonchurner
595.76,95.07,93.64,1,1,1,916,4,28,1,1,0,0,0,43.34,-318.41,-33.81,-137.98,11.41,36.03,56.55,nonchurner
592.76,98.67,93.96,1,1,1,1722,4,45,1,1,28,4,3,1.46,18.6,45.18,-0.16,-0.11,-0.12,-0.63,nonchurner
593.86,94.5,103.43,2,2,2,2809,4,41,1,1,3,0,0,79.31,67.61,84.09,63.91,51.43,41.77,44.61,nonchurner
593.61,94.79,94.39,1,1,1,600,4,28,1,1,0,0,0,14.41,-1.06,13.79,11.56,11.91,21.06,11.04,nonchurner
594.84,94.99,94.27,0,1,1,520,4,29,1,1,0,0,0,1.34,4.33,1.58,2.4,9.45,19.35,11.61,nonchurner
592.76,93.96,93.96,1,0,0,864,4,29,1,1,0,0,0,8.22,11.92,9.5,19.5,7.69,7.09,6.03,nonchurner
616.8,135.16,123.82,1,1,1,1311,4,35,1,2,4,0,0,49.63,28.34,47.78,40.97,42.64,42.49,47.58,nonchurner
636.56,107.63,121.29,0,0,0,600,4,29,0,1,0,2,0,-2.57,5.31,-3.33,-1.96,-1.56,-1.31,-0.6,nonchurner
599.11,100.37,96.96,6,6,6,690,3,29,1,2,29,78,23,-6.44,5.77,-39.2,-5.31,-2.82,-1.58,8.23,nonchurner
593.65,95.74,93.76,0,0,0,249,4,26,0,1,26,21,14,-90.75,-128.8,-56.49,-7.44,1.34,6.81,-1.49,nonchurner
601.14,101.68,105.48,1,1,1,483,4,30,0,1,0,0,3,32.64,22.43,31.73,27.29,27,36.44,42.49,nonchurner
592.76,93.96,93.96,0,0,0,200,4,26,1,2,0,0,0,0,0,0,0,0,0,0,nonchurner
616.93,105.65,114.01,1,0,0,165,3,45,1,2,23,42,17,-2.6,-28.27,58.12,31.04,36.65,31.75,32.65,nonchurner
631.99,126.3,121.05,0,0,0,314,4,33,1,1,1,0,0,1.24,4.28,-0.44,-0.52,0.63,-1.94,-0.16,nonchurner
596.98,104.82,101.08,1,1,1,820,4,30,1,1,7,2,16,10.81,-7.08,38.21,18.53,30.37,37.07,-20.16,nonchurner
640,164.68,131.19,1,1,1,752,4,39,0,2,0,0,5,14.97,13.72,15.29,-25.15,7.98,22.4,4.72,nonchurner
752.3,209.81,130.28,1,1,1,630,4,34,0,1,13,16,14,45,20.07,22.87,16.53,9.25,18.72,23.77,nonchurner
609.22,125.24,140.37,1,1,1,625,3,45,1,2,0,0,0,3.34,9.76,6.67,3.17,5.73,1.06,8.25,nonchurner
701.61,202.71,189.77,1,1,1,1456,4,44,0,2,3,0,0,2.79,7.7,2.56,0.91,4.84,0.75,0.5,nonchurner
628.76,129.35,127,1,1,1,408,2,49,0,4,5,2,10,28.39,24.08,28.08,22.06,20.07,11.64,14.35,nonchurner
593.03,94.14,94.13,0,0,0,515,4,24,0,1,75,75,88,8.12,-4.26,8.32,6.06,8.22,4.86,0.15,nonchurner
595.81,93.96,93.96,1,1,1,134,4,22,1,1,0,0,0,-65.34,0,0,0,0,0,0,nonchurner
592.78,93.96,96.05,1,1,1,400,4,23,0,1,0,0,0,6.06,11.56,2.11,1.7,9.96,-1.13,0.88,nonchurner
592.87,99.7,96.04,0,0,0,525,4,32,1,2,13,17,16,23.93,-6.63,6.18,5.06,2.7,5.32,7.87,nonchurner
735.55,359.52,122.66,1,1,1,419,3,29,0,1,3,0,0,6.31,17.75,2.14,4.12,2.04,5.55,3.47,nonchurner
750.96,233.07,216.34,2,2,2,1127,4,51,0,2,2,7,4,19.93,6.38,1.14,8.99,5.49,17.94,9.22,nonchurner
601.18,102.88,95.77,0,0,0,453,3,40,1,2,2,6,9,40.72,-23.85,14.94,-58.53,0,0,0,nonchurner
592.76,93.96,93.96,0,0,0,435,3,32,1,2,0,0,0,0,0,0,0,0,0,0,nonchurner
593.2,94.23,93.96,2,2,1,1642,4,32,1,2,8,0,0,499.03,-70.17,23.73,19.73,5.99,0.01,7.38,nonchurner
597.13,97.47,95.83,1,1,1,643,3,30,1,2,36,46,17,31.61,11.28,-3.74,7.25,-0.51,-58.95,-1.52,nonchurner
642.62,139.07,137.92,1,1,1,737,3,35,1,2,1,0,0,-0.68,4.98,0.38,-0.9,0.35,0.79,-1.21,nonchurner
611.28,93.96,122.73,1,1,1,982,4,36,1,1,0,0,0,28.93,49.14,56.93,57.63,58.39,43.71,37.51,nonchurner
615.7,105.52,110.46,1,1,1,425,4,44,0,2,1,1,3,7.87,8.43,12.15,11.46,-10.87,12.1,3.59,nonchurner
673.78,140.49,140.38,0,0,0,505,4,34,0,1,0,3,1,2.63,5.56,-1.73,-1.06,-0.81,-0.54,-1.4,nonchurner
597.98,94.54,96.57,0,0,0,782,3,31,1,2,0,2,1,5.97,-15.1,-12.39,-3.56,-2.46,14.44,-0.79,nonchurner
609.29,115.49,95.5,0,0,0,431,4,32,0,1,0,0,0,-6.3,1.04,-3.5,-3.95,3.93,-0.95,-5.92,nonchurner
609.7,114.67,119.79,1,1,1,3500,4,59,1,2,0,3,0,10.08,-13.3,-5.2,-6.31,8.18,2.32,19.6,nonchurner
600.55,101.1,99.76,1,1,1,530,4,28,1,1,0,0,4,28.67,21.2,26.98,26.03,16.91,25.2,26.99,nonchurner
625.37,133.89,115.44,1,1,1,1170,3,34,1,2,12,5,7,38.79,0.89,39.8,33.72,32.84,24.4,45.34,nonchurner
592.76,93.96,93.96,1,1,0,550,3,32,1,1,0,0,0,-36.24,0,0,0,0,0,0,nonchurner
595.57,110.14,99.05,1,1,1,787,4,31,1,2,3,0,5,1.95,6.57,0.93,0.37,0.44,-45.28,0.85,nonchurner
628.55,110.18,103.88,0,0,0,768,4,28,1,1,2,0,1,-2.1,2.33,-3.19,-4.26,-1.78,-3.31,-4.95,nonchurner
619.14,105.53,119.19,1,1,1,300,2,41,1,2,0,0,1,16.23,3.62,12.06,10.17,12.07,11.69,16.81,nonchurner
593.82,97.36,99.71,1,1,1,570,4,31,0,1,0,0,0,31.37,1.05,40.2,23.32,18.97,10.66,5.19,nonchurner
619.57,118.17,116.95,0,0,0,406,3,37,1,2,17,11,14,-2.9,-0.24,-0.91,-2.13,-2.66,-4.71,-5.7,nonchurner
594.24,93.96,93.96,0,0,0,141,3,27,0,1,12,0,0,-1.63,-49.47,0,0,0,0,0,nonchurner
592.76,93.96,93.96,1,1,1,657,3,33,1,2,0,0,0,12.71,16.03,12.64,13.13,23.69,16.04,17.45,nonchurner
738.45,250.26,302.48,1,1,1,2000,4,41,1,2,26,20,16,-0.7,4.3,1.9,0.36,-0.94,-0.96,-5.87,nonchurner
627.33,136.44,117.18,1,1,1,843,4,49,1,2,5,0,0,9.77,-6.17,10.85,20.88,6.06,7.83,7.27,nonchurner
1008.82,575.68,393.47,1,1,1,1137,3,37,0,4,8,1,17,47.32,58.31,-0.33,4.21,-14.63,-57.04,0,nonchurner
592.56,93.67,95.67,0,0,0,880,4,55,1,2,0,9,4,34.24,-11.4,33.27,27.24,30.95,28.88,28.4,nonchurner
633.58,119.83,120.2,0,0,0,877,4,35,1,2,9,4,5,-23.41,-10.86,-13.5,-22.15,8.59,-31.42,7.78,nonchurner
596.52,97.91,98.08,1,1,1,892,4,33,1,2,0,0,0,-0.66,3.98,-2,-2.02,-2.51,11.07,2.81,nonchurner
592.76,93.96,93.96,1,1,1,520,4,30,1,1,0,0,0,1.94,-1.16,1.98,1.56,1.5,1.38,1.24,nonchurner
593.11,94.86,94.2,1,1,1,1058,4,41,1,4,0,0,0,41.72,15.37,40.14,37.46,39.02,39.38,46.71,nonchurner
737.45,217.98,238.26,1,1,1,333,3,27,1,1,6,13,12,13.16,17.01,16.29,22.99,11.02,13.13,10.25,nonchurner
612.89,173.82,104.6,1,1,1,562,3,38,1,2,0,0,0,18.88,13.12,16.58,15.09,23.49,11.36,12.18,nonchurner
626.91,120.2,114.91,1,1,1,832,4,35,0,4,5,16,9,13.43,4.02,20.51,28.89,20.96,8.03,16.36,nonchurner
938.98,311.84,143,1,1,1,580,3,42,0,1,0,5,4,25.63,12.92,-2.99,-2.1,-4.92,4.13,8.72,nonchurner
593.48,95.26,95.45,0,0,0,431,4,31,1,1,5,23,15,124.42,-94.01,13.63,15.56,17.86,49.19,-15.81,nonchurner
595.3,99,95.41,0,0,0,940,4,33,1,1,0,0,0,10.13,14.99,9.62,10.51,11.51,11.86,22.89,nonchurner
616.48,111.86,103.36,1,1,1,743,4,27,0,1,2,18,2,4.05,2.86,2.55,4.88,1.14,-10.02,-6.71,nonchurner
605.08,104.37,109.17,0,0,0,1050,4,42,1,2,2,0,0,26.76,-20.87,30.59,22.36,-35.88,25.74,25.91,nonchurner
638.07,93.96,93.96,1,1,1,850,3,39,1,2,3,0,0,1.82,-48.54,0,0,0,0,0,nonchurner
614.27,98.01,96.47,1,1,1,600,4,29,1,1,4,16,2,23.71,20.49,22.86,25.55,26.46,36.1,31.59,nonchurner
597.28,94.96,94.01,0,0,0,492,4,29,0,2,0,0,0,16.87,-1.13,15.37,11.59,10.23,7.93,6.41,nonchurner
662.29,94.92,93.96,2,2,0,730,4,50,1,1,5,0,0,-59.82,13.37,13.9,0.73,-3.56,-2.2,-2.37,nonchurner
593.52,96.08,95.68,2,2,2,1792,4,42,1,2,0,0,0,32.21,12.26,30.32,27.57,27.53,28.08,26.07,nonchurner
599.68,95.41,101.21,1,1,1,1100,4,33,1,1,0,3,2,0,3.2,-2.53,-2.17,-3.26,9.78,-1.72,nonchurner
609.71,104.34,110.08,1,1,1,691,3,44,0,2,0,4,0,0.07,4.23,-2.09,-1.73,-0.78,-0.78,-0.81,nonchurner
694.15,375.48,103.28,1,1,1,881,3,43,1,2,36,4,4,7.7,5.41,20.45,25.88,34.22,26.58,30.06,nonchurner
607.43,113,105.43,0,0,0,344,3,32,1,1,0,3,0,-0.66,3.78,-3.44,-1.25,-2.76,-3.18,-1.7,nonchurner
599.99,94.26,98.97,1,1,1,1260,4,40,1,2,4,15,13,0.58,7.72,7.67,-22.9,7.7,-1.94,13.25,nonchurner
666.09,118.93,128.45,2,2,2,1242,3,32,1,1,1,5,5,-2.82,13.99,-7.41,-3.22,-7.59,-8.48,-2.35,nonchurner
638.75,118.95,100.4,1,1,1,979,4,32,1,1,7,11,0,14.77,-17.82,-48.61,0,0,0,0,nonchurner
592.76,93.96,93.96,1,1,1,700,4,36,1,1,0,0,0,0.45,4.59,-0.91,-0.97,-1.1,-1.16,-1.73,nonchurner
620.6,102.88,126.36,0,0,0,854,4,32,1,1,1,0,14,19.04,3.85,18.09,29.26,22.27,21.98,7.67,nonchurner
593.89,93.96,93.99,1,1,1,1230,3,49,1,4,0,10,22,12.64,-8.27,9.39,17.09,5.5,4.1,4.1,nonchurner
592.76,93.96,95.9,1,1,1,533,3,34,0,1,0,6,5,6.82,5.69,3.54,-1.09,0.35,4.56,-53.78,nonchurner
653.21,160.18,167.73,0,0,0,503,3,37,0,1,0,2,0,1.16,3.07,-2.07,-1.05,-2.12,5.13,-2.52,nonchurner
594.72,96.11,96.28,0,0,0,970,3,36,0,2,7,0,0,1.61,7.16,9.01,-4.55,-12.73,-10.55,16.4,nonchurner
687.02,154.95,133.84,1,1,1,720,4,29,1,1,0,0,3,-0.02,7.99,-1.44,-5.08,-0.94,-0.56,-1.22,nonchurner
592.18,93,93.89,1,1,1,450,3,36,1,2,6,8,6,23.41,9.09,21.35,19.38,27.4,18.1,16.56,nonchurner
600.23,100.79,93.77,1,1,1,1040,2,37,1,2,12,2,6,30.49,-20.46,25.7,13.68,45.18,20.56,8.9,nonchurner
592.76,93.96,93.96,1,1,1,1850,2,43,1,2,0,0,0,24.08,-0.65,25.09,20.67,19.62,18.72,25.72,nonchurner
647.18,149.97,151.35,2,4,4,2400,4,36,1,2,0,0,0,13.4,-14.61,13.42,10.75,11.98,11.96,10.31,nonchurner
608.75,106.77,102.96,1,1,1,800,4,29,1,2,0,3,13,30.14,2.92,31.33,30.18,35.11,43.17,45.87,nonchurner
595.62,99.68,94.59,1,1,1,750,4,33,0,1,0,4,2,36.92,20.7,37.04,31.99,32.47,32.51,32.53,nonchurner
605.68,103.6,107.1,1,1,1,600,3,48,0,2,35,36,26,43.95,-8.36,15.04,26.91,21.04,22.59,28.26,nonchurner
646.43,127.09,106.05,1,1,1,484,4,29,0,2,3,5,0,12.34,-26.7,-4.24,-3.28,-4.81,-3.55,-3,nonchurner
614.21,110.97,125.76,1,1,1,2563,4,60,1,2,4,3,0,-0.27,4.77,0.18,1.31,2.96,1.93,3.36,nonchurner
608.81,110.05,107.46,0,0,0,501,3,28,1,1,0,4,0,-2.84,-2.48,0.51,-3.86,-4.53,-3.57,-2.91,nonchurner
655.95,168.95,185,1,1,1,562,3,33,1,1,0,3,2,6.83,0.69,-5.91,-2.24,-2.92,-5.14,8.51,nonchurner
592.58,93.76,95.63,1,1,1,415,4,31,0,1,0,0,0,-1408.05,-113.7,-38.42,-28.93,-48.98,-48.65,33.24,nonchurner
636.36,119.63,103.19,1,1,1,446,3,30,0,2,6,10,0,1.43,5.04,-55.61,0,0,0,0,nonchurner
634.43,134.28,102.61,1,1,1,569,4,33,1,2,0,0,0,5.71,9.08,-0.37,-0.04,-3.37,-7.05,-0.22,nonchurner
642.98,132.64,110.27,1,1,1,900,4,34,0,2,10,10,17,41.66,30.02,42.15,33.39,55.21,46.57,19.22,nonchurner
592.79,94,94,0,0,0,674,4,28,0,4,0,0,0,-2.07,-2.07,-2.07,-2.07,-2.07,-2.07,-2.07,nonchurner
621.17,112.75,105.22,0,0,0,1380,4,40,1,2,0,3,0,3.45,7.34,-1,1.75,4.82,-53.31,20.41,nonchurner
612.34,98.11,95.31,1,1,1,450,4,35,1,2,0,0,0,9.74,-2.92,2.54,-1.7,-20.21,-36.3,0,nonchurner
596.5,102.14,109.2,1,1,1,680,4,30,1,1,0,0,0,17.2,13.03,16.98,15.45,17.33,10.14,1.98,nonchurner
607.64,103.13,99.02,1,1,1,361,3,38,1,2,2,5,6,14.39,2,2.34,4.85,3.78,4.06,14.02,nonchurner
631.66,217.81,133.92,1,1,1,2071,4,40,1,2,3,8,14,45.05,26.45,40.18,40.01,36.94,6.05,40.3,nonchurner
740.02,249.59,211.66,0,0,0,800,3,34,1,1,0,2,5,-1.84,11.07,2.76,1.42,0.17,-1.21,0.45,nonchurner
648.23,170.83,163.87,2,2,2,2100,4,37,1,2,0,0,0,11.77,20.04,27.42,22.32,19.35,29.05,38.58,nonchurner
598.76,109.14,106.22,1,1,1,720,4,32,1,2,0,2,0,6.71,-3.9,5.14,-6.5,-4.61,-1.49,6.27,nonchurner
596.83,94.94,97.48,1,1,1,475,4,37,1,2,0,6,0,34.58,13.58,20.87,20.27,17.65,13.6,27.9,nonchurner
592.76,93.96,93.96,1,1,1,600,4,31,1,1,3,0,2,-0.31,7.06,-0.77,-0.44,-56.84,0,0,nonchurner
648.57,121.01,120.23,1,1,1,760,4,34,0,2,0,0,0,13.97,16.99,4.58,7.37,7.64,7.44,13.34,nonchurner
597.28,93.96,120.78,1,1,1,1938,4,35,1,2,15,9,15,163.94,111.09,136.86,96.09,71.51,32.27,70.19,nonchurner
1411.82,412.85,146.48,1,1,1,750,4,31,1,1,0,0,0,9.51,-78.38,-0.82,-1.13,-0.1,-1.53,11.02,nonchurner
638.85,124.3,138.17,0,0,0,2885,4,39,1,2,1,0,0,-10.53,-11.36,-11.73,-13.15,6.16,-4.89,3.24,nonchurner
604.59,100.81,96.93,0,0,0,570,4,29,0,1,5,11,6,3.36,2.77,-1.19,-2.62,-0.12,-2.04,-1.06,nonchurner
810.16,207.63,269.05,1,1,1,1700,4,52,1,4,6,14,9,8.33,4.48,9.76,8.97,6.65,6.6,8.8,nonchurner
598.57,93.96,93.96,1,1,0,599,4,29,1,1,0,0,0,-54.39,0,0,0,0,0,0,nonchurner
600.05,103.95,101.74,1,1,1,254,1,30,1,2,6,10,22,9.27,8.03,14.61,4.44,4.29,13.11,-0.01,nonchurner
